Draw,Draw Date,1,2,3,4,5,6,Bonus Ball,2nd Bonus Ball,Power Ball
1655,Wednesday 14 June 2017,3,6,13,40,36,7,35,,6
1654,Saturday 10 June 2017,7,1,31,9,35,37,20,,9
1653,Wednesday 07 June 2017,39,9,7,16,24,26,22,,1
1652,Saturday 03 June 2017,23,13,29,31,14,18,2,,1
1651,Wednesday 31 May 2017,2,36,9,1,5,12,22,,6
1650,Saturday 27 May 2017,9,8,3,36,28,2,18,,10
1649,Wednesday 24 May 2017,20,9,32,19,38,17,7,,4
1648,Saturday 20 May 2017,6,1,31,14,20,16,19,,2
1647,Wednesday 17 May 2017,12,9,28,10,30,11,16,,8
1646,Saturday 13 May 2017,31,7,3,2,37,26,4,,5
1645,Wednesday 10 May 2017,15,4,3,9,33,1,38,,6
1644,Saturday 06 May 2017,26,5,23,34,4,11,32,,2
1643,Wednesday 03 May 2017,36,24,19,10,11,16,18,,3
1642,Saturday 29 April 2017,19,32,30,36,1,25,23,,9
1641,Wednesday 26 April 2017,12,38,17,16,25,39,7,,6
1640,Saturday 22 April 2017,16,33,36,26,1,9,22,,2
1639,Wednesday 19 April 2017,34,28,2,26,11,1,8,,9
1638,Saturday 15 April 2017,15,14,27,29,24,2,39,,8
1637,Wednesday 12 April 2017,13,2,27,23,26,32,22,,3
1636,Saturday 08 April 2017,23,32,20,35,30,39,38,,10
1635,Wednesday 05 April 2017,2,26,36,11,1,9,21,,10
1634,Saturday 01 April 2017,22,25,20,2,19,33,34,,8
1633,Wednesday 29 March 2017,15,35,4,28,9,38,37,,9
1632,Saturday 25 March 2017,37,4,9,24,38,10,36,,8
1631,Wednesday 22 March 2017,11,37,28,2,29,24,27,,4
1630,Saturday 18 March 2017,28,17,33,23,10,27,40,,6
1629,Wednesday 15 March 2017,1,32,5,40,38,23,18,,2
1628,Saturday 11 March 2017,36,12,32,11,9,22,20,,9
1627,Wednesday 08 March 2017,13,3,5,36,2,4,1,,5
1626,Saturday 04 March 2017,14,35,1,25,7,38,27,,9
1625,Wednesday 01 March 2017,1,21,11,18,38,22,27,,10
1624,Saturday 25 February 2017,34,25,39,37,27,33,18,,4
1623,Wednesday 22 February 2017,34,6,30,14,36,19,12,,3
1622,Saturday 18 February 2017,35,14,24,28,10,6,30,,7
1621,Wednesday 15 February 2017,32,3,29,28,5,36,20,,1
1620,Saturday 11 February 2017,11,15,35,23,17,30,29,,10
1619,Wednesday 08 February 2017,40,25,4,39,35,6,23,,5
1618,Saturday 04 February 2017,17,2,16,39,38,3,31,,2
1617,Wednesday 01 February 2017,13,31,25,35,2,18,15,,8
1616,Saturday 28 January 2017,17,6,19,8,9,10,37,,4
1615,Wednesday 25 January 2017,14,34,22,36,1,27,5,,3
1614,Saturday 21 January 2017,13,20,3,34,30,7,19,,3
1613,Wednesday 18 January 2017,14,25,31,8,21,13,6,,4
1612,Saturday 14 January 2017,38,31,32,1,11,2,27,,5
1611,Wednesday 11 January 2017,29,22,13,32,40,9,16,,5
1610,Saturday 07 January 2017,8,30,23,38,16,37,28,,6
1609,Wednesday 04 January 2017,27,26,16,25,4,13,1,,1
1608,Saturday 31 December 2016,6,11,8,34,16,21,12,,9
1607,Wednesday 28 December 2016,36,17,19,35,28,22,11,,6
1606,Saturday 24 December 2016,9,6,25,26,3,28,31,,4
1605,Wednesday 21 December 2016,32,5,1,26,13,30,27,,5
1604,Saturday 17 December 2016,2,26,12,22,31,24,8,,5
1603,Wednesday 14 December 2016,24,12,10,40,29,21,19,,1
1602,Saturday 10 December 2016,19,14,33,24,35,36,27,,9
1601,Wednesday 07 December 2016,10,12,24,26,34,19,16,,10
1600,Saturday 03 December 2016,15,6,37,10,28,5,29,,9
1599,Wednesday 30 November 2016,37,33,26,11,29,32,9,,1
1598,Saturday 26 November 2016,17,29,36,31,23,19,13,,9
1597,Wednesday 23 November 2016,6,2,1,30,40,7,36,,10
1596,Saturday 19 November 2016,28,20,10,23,13,17,9,,7
1595,Wednesday 16 November 2016,32,7,4,11,17,37,13,,3
1594,Saturday 12 November 2016,27,33,38,32,13,4,35,,2
1593,Wednesday 09 November 2016,3,21,22,1,30,29,5,,6
1592,Saturday 05 November 2016,24,16,3,40,11,38,35,,7
1591,Wednesday 02 November 2016,29,25,9,36,2,13,11,,6
1590,Saturday 29 October 2016,22,19,30,23,15,36,31,,9
1589,Wednesday 26 October 2016,29,4,3,11,28,6,32,,7
1588,Saturday 22 October 2016,20,21,35,19,17,26,4,,7
1587,Wednesday 19 October 2016,30,21,28,20,18,9,15,,6
1586,Saturday 15 October 2016,8,15,20,35,29,39,21,,5
1585,Wednesday 12 October 2016,12,14,11,5,1,15,35,,7
1584,Saturday 08 October 2016,19,29,2,23,28,22,17,,10
1583,Wednesday 05 October 2016,24,36,12,37,11,30,6,,7
1582,Saturday 01 October 2016,16,7,11,26,30,23,27,,1
1581,Wednesday 28 September 2016,38,15,3,27,5,37,32,,4
1580,Saturday 24 September 2016,39,14,27,17,32,11,34,,4
1579,Wednesday 21 September 2016,17,11,31,34,10,21,15,,10
1578,Saturday 17 September 2016,40,6,22,25,34,16,37,,4
1577,Wednesday 14 September 2016,3,14,40,18,23,8,13,,2
1576,Saturday 10 September 2016,11,18,5,10,15,38,6,,1
1575,Wednesday 07 September 2016,39,7,32,22,36,29,18,,5
1574,Saturday 03 September 2016,34,25,24,18,32,27,7,,4
1573,Wednesday 31 August 2016,37,21,28,33,31,16,32,,7
1572,Saturday 27 August 2016,15,9,6,25,7,4,34,,9
1571,Wednesday 24 August 2016,17,38,14,15,39,32,40,,3
1570,Saturday 20 August 2016,27,36,19,29,28,11,32,,10
1569,Wednesday 17 August 2016,3,10,6,2,26,14,11,,7
1568,Saturday 13 August 2016,21,23,26,24,40,22,28,,2
1567,Wednesday 10 August 2016,36,11,5,14,31,4,39,,1
1566,Saturday 06 August 2016,34,18,10,8,23,28,37,,5
1565,Wednesday 03 August 2016,35,10,33,15,29,28,21,,2
1564,Saturday 30 July 2016,27,29,4,26,15,8,30,,2
1563,Wednesday 27 July 2016,30,3,7,20,18,22,31,,6
1562,Saturday 23 July 2016,25,21,33,9,6,5,24,,1
1561,Wednesday 20 July 2016,6,38,25,39,15,34,9,,2
1560,Saturday 16 July 2016,24,26,30,8,10,40,23,,8
1559,Wednesday 13 July 2016,22,32,14,4,17,16,18,,2
1558,Saturday 09 July 2016,29,27,37,18,33,3,36,,7
1557,Wednesday 06 July 2016,29,30,1,6,14,12,32,,9
1556,Saturday 02 July 2016,5,28,20,13,6,39,12,,3
1555,Wednesday 29 June 2016,1,32,31,25,6,7,35,,6
1554,Saturday 25 June 2016,19,24,15,25,29,21,5,,4
1553,Wednesday 22 June 2016,37,10,9,13,14,25,22,,6
1552,Saturday 18 June 2016,34,17,33,23,2,36,24,,5
1551,Wednesday 15 June 2016,8,24,28,30,36,32,6,,6
1550,Saturday 11 June 2016,17,2,1,18,16,7,13,,7
1549,Wednesday 08 June 2016,40,16,39,24,32,21,1,,1
1548,Saturday 04 June 2016,33,35,20,7,32,19,8,,4
1547,Wednesday 01 June 2016,12,7,14,32,18,31,15,,9
1546,Saturday 28 May 2016,32,33,6,29,9,40,5,,1
1545,Wednesday 25 May 2016,40,13,19,32,30,29,31,,2
1544,Saturday 21 May 2016,8,37,11,26,27,24,39,,8
1543,Wednesday 18 May 2016,30,14,23,25,38,20,9,,2
1542,Saturday 14 May 2016,18,40,3,13,6,34,15,,1
1541,Wednesday 11 May 2016,27,15,9,40,32,22,33,,2
1540,Saturday 07 May 2016,25,13,19,32,12,38,27,,4
1539,Wednesday 04 May 2016,19,40,13,26,3,39,35,,4
1538,Saturday 30 April 2016,20,11,36,22,31,23,3,,1
1537,Wednesday 27 April 2016,12,32,15,29,20,1,10,,8
1536,Saturday 23 April 2016,21,26,30,37,19,24,2,,7
1535,Wednesday 20 April 2016,3,9,12,21,2,26,17,,8
1534,Saturday 16 April 2016,4,28,35,19,3,20,25,,4
1533,Wednesday 13 April 2016,36,17,29,15,4,14,19,,7
1532,Saturday 09 April 2016,22,5,9,35,30,1,8,,1
1531,Wednesday 06 April 2016,28,7,40,27,22,36,9,,10
1530,Saturday 02 April 2016,28,10,7,13,31,21,30,,3
1529,Wednesday 30 March 2016,27,12,22,13,24,23,1,,10
1528,Saturday 26 March 2016,35,36,12,9,18,14,39,,2
1527,Wednesday 23 March 2016,6,12,31,16,18,37,10,,7
1526,Saturday 19 March 2016,7,1,38,12,24,5,17,,1
1525,Wednesday 16 March 2016,9,39,37,18,8,23,11,,5
1524,Saturday 12 March 2016,15,25,12,9,21,7,8,,2
1523,Wednesday 09 March 2016,16,18,15,17,9,28,21,,4
1522,Saturday 05 March 2016,17,1,8,5,29,35,24,,1
1521,Wednesday 02 March 2016,35,26,5,11,22,21,6,,9
1520,Saturday 27 February 2016,22,33,30,15,18,14,19,,1
1519,Wednesday 24 February 2016,2,17,19,29,5,20,24,,5
1518,Saturday 20 February 2016,31,22,5,33,11,20,24,,6
1517,Wednesday 17 February 2016,3,10,24,33,30,20,25,,9
1516,Saturday 13 February 2016,8,17,7,9,35,3,10,,9
1515,Wednesday 10 February 2016,18,17,13,19,11,12,7,,5
1514,Saturday 06 February 2016,36,37,34,30,8,28,14,,4
1513,Wednesday 03 February 2016,10,15,14,5,18,11,37,,7
1512,Saturday 30 January 2016,10,21,29,28,37,14,30,,5
1511,Wednesday 27 January 2016,11,7,6,32,13,34,30,,1
1510,Saturday 23 January 2016,25,17,7,14,2,16,20,,10
1509,Wednesday 20 January 2016,17,12,34,4,28,24,16,,10
1508,Saturday 16 January 2016,5,34,26,38,40,33,24,,2
1507,Wednesday 13 January 2016,35,28,3,15,39,22,29,,3
1506,Saturday 09 January 2016,3,8,37,31,30,21,24,,8
1505,Wednesday 06 January 2016,28,40,13,29,9,27,1,,4
1504,Saturday 02 January 2016,5,32,24,30,22,1,11,,8
1503,Wednesday 30 December 2015,24,19,40,27,11,36,18,,2
1502,Saturday 26 December 2015,36,4,16,7,27,38,1,,7
1501,Wednesday 23 December 2015,23,28,2,1,7,13,10,,6
1500,Saturday 19 December 2015,31,13,17,14,18,20,16,,1
1499,Wednesday 16 December 2015,19,4,18,14,5,21,26,,4
1498,Saturday 12 December 2015,25,16,27,33,23,1,3,,6
1497,Wednesday 09 December 2015,38,11,13,23,34,30,18,,4
1496,Saturday 05 December 2015,15,12,2,23,25,9,34,,8
1495,Wednesday 02 December 2015,27,18,14,5,15,21,4,,8
1494,Saturday 28 November 2015,17,19,27,13,7,29,4,,4
1493,Wednesday 25 November 2015,24,27,12,36,25,39,2,,7
1492,Saturday 21 November 2015,6,31,19,40,35,15,23,,3
1491,Wednesday 18 November 2015,22,18,19,17,20,40,13,,7
1490,Saturday 14 November 2015,40,5,10,15,9,3,24,,2
1489,Wednesday 11 November 2015,35,23,12,21,8,29,16,,6
1488,Saturday 07 November 2015,13,39,19,21,16,14,24,,4
1487,Wednesday 04 November 2015,14,18,38,37,10,17,11,,2
1486,Saturday 31 October 2015,9,24,37,20,4,26,7,,8
1485,Wednesday 28 October 2015,14,28,23,15,33,24,3,,7
1484,Saturday 24 October 2015,31,34,20,12,39,7,14,,5
1483,Wednesday 21 October 2015,23,12,13,2,16,31,15,,5
1482,Saturday 17 October 2015,24,12,6,34,1,26,33,,3
1481,Wednesday 14 October 2015,26,15,9,30,19,21,11,,5
1480,Saturday 10 October 2015,30,16,28,27,23,12,17,,3
1479,Wednesday 07 October 2015,14,28,23,7,3,31,18,,10
1478,Saturday 03 October 2015,22,38,17,1,26,23,29,,8
1477,Saturday 26 September 2015,26,34,18,23,22,1,13,,5
1476,Saturday 19 September 2015,27,14,15,39,1,33,25,,3
1475,Saturday 12 September 2015,19,16,34,35,17,24,3,,1
1474,Saturday 05 September 2015,35,40,1,11,31,19,2,,6
1473,Saturday 29 August 2015,34,3,31,37,17,39,5,,4
1472,Saturday 22 August 2015,20,38,26,8,3,1,15,,1
1471,Saturday 15 August 2015,12,22,35,40,4,26,8,,2
1470,Saturday 08 August 2015,2,22,13,39,26,18,38,,4
1469,Saturday 01 August 2015,35,19,6,18,20,8,4,,7
1468,Saturday 25 July 2015,36,18,9,22,39,15,34,,5
1467,Saturday 18 July 2015,18,19,37,26,35,12,15,,2
1466,Saturday 11 July 2015,15,36,17,8,31,11,32,,6
1465,Saturday 04 July 2015,38,16,10,7,3,18,5,,3
1464,Saturday 27 June 2015,13,8,33,18,25,9,22,,3
1463,Saturday 20 June 2015,21,18,40,37,15,36,38,,6
1462,Saturday 13 June 2015,9,12,20,35,17,38,34,,6
1461,Saturday 06 June 2015,29,32,37,10,19,1,16,,5
1460,Saturday 30 May 2015,33,14,10,8,17,34,9,,10
1459,Saturday 23 May 2015,37,3,9,1,36,34,40,,2
1458,Saturday 16 May 2015,1,32,5,38,31,3,17,,2
1457,Saturday 09 May 2015,22,32,9,33,25,35,14,,10
1456,Saturday 02 May 2015,36,8,37,27,13,32,24,,7
1455,Saturday 25 April 2015,25,14,15,20,10,37,4,,7
1454,Saturday 18 April 2015,37,21,15,23,6,18,10,,9
1453,Saturday 11 April 2015,19,33,21,3,4,26,20,,4
1452,Saturday 04 April 2015,1,9,7,32,17,2,15,,8
1451,Saturday 28 March 2015,15,14,4,33,27,9,28,,7
1450,Saturday 21 March 2015,14,20,8,33,5,17,18,,4
1449,Saturday 14 March 2015,26,34,18,13,40,12,37,,6
1448,Saturday 07 March 2015,26,1,30,24,2,6,15,,3
1447,Saturday 28 February 2015,40,5,25,30,31,6,17,,1
1446,Saturday 21 February 2015,21,18,26,6,39,31,23,,6
1445,Saturday 14 February 2015,20,5,1,16,30,34,21,,9
1444,Saturday 07 February 2015,39,17,14,13,18,40,37,,6
1443,Saturday 31 January 2015,31,32,16,28,8,15,30,,6
1442,Saturday 24 January 2015,27,8,19,28,24,22,3,,4
1441,Saturday 17 January 2015,40,19,15,32,35,30,18,,6
1440,Saturday 10 January 2015,19,15,39,27,2,37,26,,10
1439,Saturday 03 January 2015,27,6,4,17,31,32,11,,9
1438,Saturday 27 December 2014,24,19,10,15,9,28,37,,8
1437,Saturday 20 December 2014,37,33,22,5,20,29,35,,1
1436,Saturday 13 December 2014,18,38,33,8,21,28,1,,5
1435,Saturday 06 December 2014,14,21,26,19,23,11,34,,8
1434,Saturday 29 November 2014,5,39,1,2,28,23,19,,4
1433,Saturday 22 November 2014,37,17,3,23,34,28,10,,3
1432,Saturday 15 November 2014,28,34,40,16,27,23,2,,4
1431,Saturday 08 November 2014,35,39,24,36,25,9,32,,2
1430,Saturday 01 November 2014,26,12,32,3,37,14,10,,6
1429,Saturday 25 October 2014,9,31,35,19,28,2,7,,4
1428,Saturday 18 October 2014,40,27,15,32,36,2,37,,8
1427,Saturday 11 October 2014,39,4,25,10,24,20,40,,10
1426,Saturday 04 October 2014,11,19,2,17,26,28,34,,10
1425,Saturday 27 September 2014,40,38,20,28,15,19,17,,8
1424,Saturday 20 September 2014,22,26,37,33,30,3,10,,2
1423,Saturday 13 September 2014,5,19,27,14,21,7,23,,1
1422,Saturday 06 September 2014,38,35,14,4,17,3,21,,1
1421,Saturday 30 August 2014,19,39,10,35,15,17,37,,6
1420,Saturday 23 August 2014,25,16,4,37,29,20,27,,10
1419,Saturday 16 August 2014,24,2,26,29,33,10,28,,9
1418,Saturday 09 August 2014,25,18,7,14,30,17,33,,10
1417,Saturday 02 August 2014,20,4,37,34,22,36,33,,2
1416,Saturday 26 July 2014,13,40,14,27,38,31,6,,2
1415,Saturday 19 July 2014,16,33,8,29,6,11,28,,7
1414,Saturday 12 July 2014,14,37,30,36,31,21,40,,4
1413,Saturday 05 July 2014,2,12,23,18,10,9,7,,2
1412,Saturday 28 June 2014,1,14,36,3,38,2,15,,1
1411,Saturday 21 June 2014,35,18,14,17,3,2,7,,7
1410,Saturday 14 June 2014,8,20,11,39,40,4,9,,7
1409,Saturday 07 June 2014,7,32,27,2,33,4,5,,3
1408,Saturday 31 May 2014,7,26,35,27,34,32,19,,7
1407,Saturday 24 May 2014,22,35,10,24,16,14,6,,8
1406,Saturday 17 May 2014,6,40,19,36,23,26,31,,10
1405,Saturday 10 May 2014,35,5,9,24,4,3,13,,10
1404,Saturday 03 May 2014,22,38,36,34,11,20,31,,6
1403,Saturday 26 April 2014,12,29,25,31,18,17,32,,2
1402,Saturday 19 April 2014,26,37,30,19,28,3,10,,8
1401,Saturday 12 April 2014,38,7,29,24,10,22,36,,9
1400,Saturday 05 April 2014,11,16,20,31,33,13,26,,3
1399,Saturday 29 March 2014,4,19,13,10,24,21,31,,6
1398,Saturday 22 March 2014,12,18,34,16,35,39,33,,3
1397,Saturday 15 March 2014,19,2,22,6,36,11,37,,10
1396,Saturday 08 March 2014,28,18,8,6,35,3,23,,10
1395,Saturday 01 March 2014,9,13,33,31,1,20,38,,5
1394,Saturday 22 February 2014,34,27,9,24,40,22,23,,6
1393,Saturday 15 February 2014,24,28,19,8,17,9,10,,3
1392,Saturday 08 February 2014,35,20,37,16,39,17,7,,9
1391,Saturday 01 February 2014,15,38,27,20,30,39,14,,10
1390,Saturday 25 January 2014,37,38,28,26,10,39,13,,1
1389,Saturday 18 January 2014,35,37,29,14,18,23,11,,6
1388,Saturday 11 January 2014,31,10,22,30,39,12,2,,2
1387,Saturday 04 January 2014,24,26,37,14,12,16,6,,5
1386,Saturday 28 December 2013,18,34,15,20,6,16,9,,8
1385,Saturday 21 December 2013,25,12,19,7,4,20,15,,3
1384,Saturday 14 December 2013,5,15,33,32,20,39,17,,10
1383,Saturday 07 December 2013,3,25,21,26,31,11,17,,4
1382,Saturday 30 November 2013,1,37,4,11,17,31,27,,7
1381,Saturday 23 November 2013,37,14,26,30,28,40,23,,1
1380,Saturday 16 November 2013,4,9,25,18,8,28,5,,4
1379,Saturday 09 November 2013,39,30,28,6,9,18,11,,8
1378,Saturday 02 November 2013,1,21,5,15,12,29,4,,5
1377,Saturday 26 October 2013,4,15,33,27,32,19,38,,2
1376,Saturday 19 October 2013,14,40,29,2,27,34,5,,2
1375,Saturday 12 October 2013,37,6,32,30,8,39,16,,2
1374,Saturday 05 October 2013,1,28,20,19,13,37,22,,3
1373,Saturday 28 September 2013,39,21,40,1,29,33,8,,4
1372,Saturday 21 September 2013,21,17,26,18,6,8,10,,5
1371,Saturday 14 September 2013,30,31,2,5,11,19,23,,7
1370,Saturday 07 September 2013,24,4,33,38,2,32,15,,4
1369,Saturday 31 August 2013,28,25,17,12,6,20,10,,2
1368,Saturday 24 August 2013,27,36,7,40,4,19,1,,1
1367,Saturday 17 August 2013,23,34,11,29,16,1,7,,3
1366,Saturday 10 August 2013,27,5,38,21,23,30,36,,2
1365,Saturday 03 August 2013,4,29,23,15,9,6,7,,3
1364,Saturday 27 July 2013,32,1,2,37,36,24,14,,1
1363,Saturday 20 July 2013,20,1,10,36,21,6,32,,3
1362,Saturday 13 July 2013,3,32,5,22,19,13,15,,3
1361,Saturday 06 July 2013,14,25,19,38,34,13,8,,1
1360,Saturday 29 June 2013,20,38,3,17,10,16,32,,8
1359,Saturday 22 June 2013,7,14,30,23,2,33,5,,8
1358,Saturday 15 June 2013,26,33,39,12,31,36,17,,8
1357,Saturday 08 June 2013,7,6,32,37,29,19,27,,8
1356,Saturday 01 June 2013,11,23,22,13,36,8,15,,2
1355,Saturday 25 May 2013,4,2,19,17,27,9,31,,5
1354,Saturday 18 May 2013,3,35,36,33,8,22,37,,5
1353,Saturday 11 May 2013,29,19,12,39,16,18,37,,5
1352,Saturday 04 May 2013,40,24,15,38,26,27,2,,2
1351,Saturday 27 April 2013,18,17,9,35,13,23,39,,2
1350,Saturday 20 April 2013,29,39,15,34,40,31,16,,10
1349,Saturday 13 April 2013,7,37,24,16,6,38,20,,8
1348,Saturday 06 April 2013,13,29,16,33,25,38,18,,8
1347,Saturday 30 March 2013,36,11,38,26,10,6,33,,3
1346,Saturday 23 March 2013,18,16,29,30,32,1,25,,5
1345,Saturday 16 March 2013,16,11,26,3,13,15,5,,8
1344,Saturday 09 March 2013,40,39,11,37,7,10,24,,8
1343,Saturday 02 March 2013,11,12,33,8,37,18,13,,4
1342,Saturday 23 February 2013,21,13,38,29,40,28,30,,1
1341,Saturday 16 February 2013,2,32,6,25,36,35,15,,2
1340,Saturday 09 February 2013,20,17,28,4,19,9,21,,7
1339,Saturday 02 February 2013,13,24,5,39,6,19,26,,5
1338,Saturday 26 January 2013,31,29,1,27,2,12,16,,2
1337,Saturday 19 January 2013,19,5,39,21,36,32,9,,8
1336,Saturday 12 January 2013,3,7,2,1,30,8,14,,5
1335,Saturday 05 January 2013,26,1,8,30,14,3,34,,10
1334,Saturday 29 December 2012,6,26,3,25,7,29,8,,4
1333,Saturday 22 December 2012,14,6,19,13,8,31,2,,2
1332,Saturday 15 December 2012,36,25,12,24,6,23,33,,7
1331,Saturday 08 December 2012,18,27,13,21,9,24,26,,8
1330,Saturday 01 December 2012,8,14,10,21,39,15,20,,4
1329,Saturday 24 November 2012,4,34,35,18,3,19,21,,9
1328,Saturday 17 November 2012,17,22,1,32,28,18,38,,10
1327,Saturday 10 November 2012,22,36,18,31,33,32,26,,10
1326,Saturday 03 November 2012,36,21,35,2,1,15,20,,8
1325,Saturday 27 October 2012,33,14,15,39,36,29,38,,8
1324,Saturday 20 October 2012,12,31,27,11,14,2,13,,10
1323,Saturday 13 October 2012,31,40,1,30,29,7,20,,2
1322,Saturday 06 October 2012,30,15,19,23,22,9,8,,5
1321,Saturday 29 September 2012,9,13,30,34,35,6,17,,6
1320,Saturday 22 September 2012,9,17,35,21,19,12,1,,8
1319,Saturday 15 September 2012,14,3,16,36,1,38,8,,7
1318,Saturday 08 September 2012,31,40,38,16,39,7,28,,2
1317,Saturday 01 September 2012,26,35,33,1,15,5,24,,2
1316,Saturday 25 August 2012,8,39,27,18,17,13,20,,7
1315,Saturday 18 August 2012,13,35,23,10,21,27,5,,2
1314,Saturday 11 August 2012,26,4,20,15,2,31,22,,3
1313,Saturday 04 August 2012,10,24,29,12,13,38,26,,9
1312,Saturday 28 July 2012,8,7,9,25,2,18,36,,1
1311,Saturday 21 July 2012,31,15,17,1,13,26,40,,8
1310,Saturday 14 July 2012,12,11,7,4,34,15,2,,2
1309,Saturday 07 July 2012,27,40,39,21,11,8,20,,7
1308,Saturday 30 June 2012,2,14,24,9,10,22,40,,9
1307,Saturday 23 June 2012,30,32,29,26,28,25,5,,4
1306,Saturday 16 June 2012,39,9,20,27,18,33,6,,2
1305,Saturday 09 June 2012,7,10,17,6,5,24,40,,2
1304,Saturday 02 June 2012,10,21,11,24,33,15,30,,6
1303,Saturday 26 May 2012,8,21,39,10,20,12,26,,1
1302,Saturday 19 May 2012,37,13,36,16,32,18,17,,4
1301,Saturday 12 May 2012,2,24,36,35,13,16,19,,8
1300,Saturday 05 May 2012,35,31,28,38,34,7,33,,9
1299,Saturday 28 April 2012,24,20,4,13,1,12,22,,9
1298,Saturday 21 April 2012,11,16,13,7,15,12,30,,3
1297,Saturday 14 April 2012,13,27,23,17,33,31,25,,8
1296,Saturday 07 April 2012,21,24,30,27,35,5,14,,1
1295,Saturday 31 March 2012,40,21,5,35,24,4,37,,7
1294,Saturday 24 March 2012,33,2,19,22,14,9,10,,2
1293,Saturday 17 March 2012,33,5,4,40,18,11,23,,2
1292,Saturday 10 March 2012,24,11,39,15,8,35,38,,4
1291,Saturday 03 March 2012,31,23,39,3,40,8,22,,7
1290,Saturday 25 February 2012,20,7,3,40,9,27,37,,1
1289,Saturday 18 February 2012,7,13,34,27,36,22,30,,7
1288,Saturday 11 February 2012,9,33,2,17,21,7,29,,3
1287,Saturday 04 February 2012,38,21,26,34,33,23,35,,1
1286,Saturday 28 January 2012,35,33,8,16,40,6,26,,5
1285,Saturday 21 January 2012,13,38,7,20,1,4,39,,7
1284,Saturday 14 January 2012,3,5,34,19,1,16,9,,9
1283,Saturday 07 January 2012,8,12,35,36,40,10,14,,10
1282,Saturday 31 December 2011,4,36,27,13,10,39,26,,9
1281,Saturday 24 December 2011,34,15,26,7,18,32,12,,3
1280,Saturday 17 December 2011,23,31,19,40,13,9,24,,3
1279,Saturday 10 December 2011,27,13,30,36,14,37,28,,3
1278,Saturday 03 December 2011,18,21,15,4,32,33,26,,5
1277,Saturday 26 November 2011,17,33,3,23,38,8,40,,8
1276,Saturday 19 November 2011,15,30,25,31,26,13,6,,9
1275,Saturday 12 November 2011,1,2,18,8,6,5,31,,6
1274,Saturday 05 November 2011,2,35,38,31,21,5,29,,6
1273,Saturday 29 October 2011,21,26,15,16,1,34,2,,9
1272,Saturday 22 October 2011,12,40,6,35,10,24,9,,7
1271,Saturday 15 October 2011,13,32,34,12,31,26,7,,2
1270,Saturday 08 October 2011,28,40,25,17,39,23,15,,10
1269,Saturday 01 October 2011,4,6,21,40,7,33,5,,9
1268,Saturday 24 September 2011,13,14,3,21,11,36,1,,9
1267,Saturday 17 September 2011,34,15,27,26,12,6,3,,2
1266,Saturday 10 September 2011,12,5,39,22,27,8,32,,4
1265,Saturday 03 September 2011,16,37,19,26,1,7,28,,5
1264,Saturday 27 August 2011,32,38,23,37,25,31,13,,3
1263,Saturday 20 August 2011,4,2,29,15,28,30,19,,3
1262,Saturday 13 August 2011,39,40,9,24,35,19,12,,6
1261,Saturday 06 August 2011,14,36,26,13,1,22,7,,5
1260,Saturday 30 July 2011,27,26,39,25,5,16,17,,10
1259,Saturday 23 July 2011,8,10,39,6,33,23,2,,1
1258,Saturday 16 July 2011,35,23,17,25,6,22,7,,3
1257,Saturday 09 July 2011,39,20,37,32,15,18,31,,9
1256,Saturday 02 July 2011,36,19,28,1,30,2,27,,10
1255,Saturday 25 June 2011,18,39,34,3,26,17,25,,2
1254,Saturday 18 June 2011,32,15,25,21,16,30,13,,5
1253,Saturday 11 June 2011,1,28,2,40,27,7,31,,1
1252,Saturday 04 June 2011,2,26,20,25,22,38,12,,3
1251,Saturday 28 May 2011,33,27,21,26,7,9,4,,3
1250,Saturday 21 May 2011,31,22,15,7,27,12,11,,8
1249,Saturday 14 May 2011,28,30,20,34,12,6,33,,2
1248,Saturday 07 May 2011,37,28,27,24,36,30,20,,2
1247,Saturday 30 April 2011,8,28,37,4,5,20,36,,1
1246,Saturday 23 April 2011,16,31,27,13,23,18,6,,10
1245,Saturday 16 April 2011,17,39,38,24,8,4,15,,10
1244,Saturday 09 April 2011,8,20,35,18,5,3,10,,3
1243,Saturday 02 April 2011,25,31,13,28,34,8,21,,8
1242,Saturday 26 March 2011,19,22,13,10,3,33,38,,5
1241,Saturday 19 March 2011,1,40,18,29,24,21,35,,6
1240,Saturday 12 March 2011,33,1,38,10,19,9,23,,2
1239,Saturday 05 March 2011,25,8,23,40,1,31,28,,10
1238,Saturday 26 February 2011,4,27,6,17,12,32,25,,9
1237,Saturday 19 February 2011,2,15,27,37,17,32,13,,6
1236,Saturday 12 February 2011,27,37,38,29,36,7,19,,4
1235,Saturday 05 February 2011,13,33,6,36,5,31,40,,2
1234,Saturday 29 January 2011,22,5,2,29,1,12,9,,1
1233,Saturday 22 January 2011,30,33,19,13,34,18,40,,4
1232,Saturday 15 January 2011,2,15,1,32,36,10,35,,10
1231,Saturday 08 January 2011,5,16,10,36,20,37,30,,10
1230,Saturday 01 January 2011,34,29,5,37,10,13,7,,8
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
